Dataset 1,,,Dataset 2,,,Dataset 3,,,Dataset 4,,,Dataset 5,
4.102668983,8.379494156,,8.980188906,6.542130128,,4.6875,3.125,,5.954093386,6.224146458,,3.683536277,1.228275072
5.962243794,9.210882061,,6.319016875,5.875457216,,4.6875,3.4375,,6.594024108,8.001257955,,4.629818268,8.637267836
1.022951949,2.795217781,,2.63742323,2.286201914,,4.6875,3.75,,7.965416501,8.598395545,,6.143262724,8.711993657
4.446841228,8.172636245,,1.038424118,8.381745005,,4.6875,4.0625,,6.477601316,8.275076141,,6.825242905,5.300753451
0.600134795,9.798845317,,1.675957162,1.406381122,,4.6875,4.375,,5.492103386,9.92794991,,5.710532975,9.62370537
9.357628094,7.637132678,,6.567267622,3.455601695,,4.6875,4.6875,,8.55929386,9.665549591,,7.797118343,1.118752508
3.619264714,0.810828891,,4.908740612,2.19585146,,4.6875,5,,8.426660663,8.265905891,,9.522642768,4.155682948
7.545288003,9.995643085,,5.136337179,2.850338693,,4.6875,5.3125,,9.186894689,0.810730725,,4.106146659,0.189977052
2.395599093,9.048880168,,7.34808157,1.697257237,,4.6875,5.625,,7.631737217,7.731038605,,5.855512267,0.500051285
9.549879431,8.702746798,,6.506142918,8.990244234,,4.6875,5.9375,,8.046771417,9.313730888,,0.548953764,6.344869831
6.770185624,3.14818196,,3.261899839,1.036939824,,4.6875,6.25,,7.094861301,7.929762787,,8.30580771,4.404429576
4.125847375,4.715569164,,7.598233809,4.180708361,,4.6875,6.5625,,7.395162771,8.931349059,,5.258435315,7.867889393
2.805845622,3.306563095,,4.434698876,9.17206455,,4.6875,6.875,,7.124947169,0.035938036,,5.547694617,5.888915272
4.329991746,1.599221495,,6.081712243,1.474443111,,4.6875,7.1875,,9.127770065,7.625604531,,2.535129655,0.087096488
5.067246677,6.523808531,,1.702768067,5.70930178,,4.6875,7.5,,6.87911216,9.882634091,,4.647841216,0.489092092
8.208328226,4.884106516,,9.711462569,0.232052033,,4.6875,7.8125,,8.129043555,9.647633681,,6.142280917,2.998852442
5.238256308,7.718472376,,3.713966933,0.867980392,,4.6875,8.125,,7.975111535,9.491408516,,0.916599299,3.061303681
2.400138375,9.655882323,,3.520127183,6.444441222,,4.6875,8.4375,,7.167916443,0.448279271,,0.638851945,4.617779033
8.680966865,2.074416014,,4.860073813,3.553356756,,4.6875,8.75,,6.573008377,0.187179807,,9.823978452,7.67267753
1.527483905,7.846954679,,5.225252199,4.82538685,,4.6875,9.0625,,5.101923402,0.870461388,,5.430569017,3.27193468
5.424125375,7.224735753,,0.423310546,6.732522257,,4.6875,9.375,,7.37520454,8.926470854,,7.651936278,6.222473894
5.284451082,6.246382719,,9.881449577,3.001497686,,4.6875,9.6875,,7.363789245,7.922775371,,4.298390412,0.193341527
8.014377456,6.614048839,,2.409580298,1.912521746,,4.6875,10,,6.325390993,9.116942705,,4.538049319,1.169528649
2.914931301,6.063617301,,5.556235927,5.83811473,,5,0.3125,,7.2710787,0.249159378,,2.074128748,0.08437881
1.371189158,3.697156479,,2.558114333,9.018625731,,5,0.625,,5.511330287,8.759002501,,0.81105678,3.31435991
8.494209868,0.548705259,,0.588721189,2.549941191,,5,0.9375,,6.225829241,0.536579422,,3.433799892,7.433509603
1.946884898,9.115127449,,0.297465331,5.120944236,,5,1.25,,7.910954988,8.743334543,,6.651530409,1.490875357
9.915298695,5.671067067,,8.421552612,4.108122971,,5,1.5625,,8.817963299,9.862471957,,5.733957574,6.706989918
8.375762757,3.952441576,,0.242799258,6.365961754,,5,1.875,,8.059636442,8.949692908,,3.897562685,1.251809899
3.616559658,2.741399601,,1.518586676,7.125973823,,5,2.1875,,7.803612734,9.043370806,,7.944974759,7.771856364
4.578990505,5.469462616,,9.170452163,4.407964549,,5,2.5,,7.471474916,9.922182468,,1.769331468,6.182794051
3.23787701,6.061321097,,7.386694865,2.399563632,,5,2.8125,,6.307284544,8.704244362,,7.928512144,3.215055331
1.59108514,1.229246787,,2.256113633,2.067289563,,5,3.125,,7.319654598,9.21696553,,0.733719037,0.824706899
0.806894085,8.096374817,,0.163398317,6.636589508,,5,3.4375,,8.926695062,9.761080371,,2.100402449,3.533349408
5.917161272,7.493028469,,1.42442024,2.4476697,,5,3.75,,7.232259698,8.777864309,,9.617408228,4.636792843
6.575921038,1.709575173,,8.922093243,1.691658032,,5,4.0625,,6.165621811,0.259515028,,3.753795729,0.032879453
7.921630737,9.851705355,,7.617068755,0.13914722,,5,4.375,,7.333123979,7.949094534,,6.902789298,5.824392559
6.032278061,2.596250908,,9.092566829,5.978330809,,5,4.6875,,6.065441013,9.554950464,,6.951555569,8.609264413
3.160242529,9.338435979,,1.68760743,4.534072155,,5,5,,8.684746355,9.440004482,,2.10241623,1.134009414
1.212928503,3.488439827,,4.872309774,9.427249338,,5,5.3125,,7.57591714,8.664259993,,5.801076679,8.097662536
9.758315963,6.465290732,,8.299228413,4.804253798,,5,5.625,,6.737980797,9.603113601,,7.110657055,8.317835945
0.24003661,5.608019743,,7.739341505,0.015187326,,5,5.9375,,6.697935975,6.92978235,,7.006014832,0.342728092
5.819229181,5.537365588,,4.016785714,0.204038202,,5,6.25,,8.242523189,8.858412763,,7.69090002,9.536609579
4.258015903,3.999177374,,8.770746916,3.994668211,,5,6.5625,,7.513964534,9.924473172,,3.463930994,4.330312442
9.694372606,7.607655199,,1.277322717,7.004531389,,5,6.875,,8.54296728,0.575606567,,5.480131161,0.985039619
3.406690117,0.207365324,,1.663459591,4.942570068,,5,7.1875,,7.05803765,7.35450826,,6.927265804,4.723820317
3.735077679,4.594094016,,6.503482329,9.149005252,,5,7.5,,6.033942357,8.594115944,,0.211067721,7.504890426
1.412481076,4.176314636,,2.142990806,5.860227615,,5,7.8125,,6.50015016,8.694800945,,4.081979392,5.076502436
1.339713365,1.540553429,,8.303755632,3.979130135,,5,8.125,,8.768222375,8.18568629,,3.937698846,7.70244215
1.604334945,8.767897174,,3.822874705,5.13415766,,5,8.4375,,6.411903118,8.390288311,,3.740655038,4.541546798
6.444839597,9.863767659,,2.727565827,9.678385226,,5,8.75,,5.831233885,7.785702391,,3.212662912,2.217237504
8.916509451,1.923180591,,0.404949651,1.273865605,,5,9.0625,,6.79161839,7.379441621,,8.212966494,5.970262388
2.800028135,1.152358043,,8.42612595,5.205692491,,5,9.375,,7.448133451,8.406361054,,0.576666139,8.392539322
6.760787168,4.569146217,,0.814113774,2.214285132,,5,9.6875,,6.535700034,0.473737118,,8.210805874,7.834843287
2.170625537,6.390742635,,1.277876251,4.739058033,,5,10,,9.361395824,0.205853155,,9.941395491,4.244210387
5.286494042,1.053079694,,4.285391592,7.209937518,,5.3125,0.3125,,7.67964254,9.679448694,,0.466674848,2.969947671
3.987069813,0.678576076,,7.582448823,2.304125093,,5.3125,0.625,,5.190635472,9.123622643,,9.701471228,1.897182247
8.041368431,8.416987166,,0.343446234,5.71203533,,5.3125,0.9375,,6.639946809,9.220833498,,4.656790306,2.096358039
0.207488545,3.152977973,,6.387661982,9.022358717,,5.3125,1.25,,6.622229692,8.844711972,,5.302285545,4.486311708
4.019937579,4.701196988,,3.455538448,9.706357674,,5.3125,1.5625,,7.353337168,8.331515853,,2.041880713,6.871171677
4.863003628,7.37171507,,4.89425479,8.033143004,,5.3125,1.875,,6.174841281,7.747166877,,7.995106295,3.60430444
1.58936705,4.61875087,,2.85902429,4.372231931,,5.3125,2.1875,,6.222343397,8.715763581,,2.005460419,6.851864366
4.83390597,0.515653246,,3.426294874,7.586238233,,5.3125,2.5,,7.179481115,9.149988776,,9.90375266,0.045899936
7.302978544,3.033215101,,9.541441531,4.903859863,,5.3125,2.8125,,7.738284916,8.269537431,,7.88060593,8.830582717
6.174935508,0.029524861,,6.780209134,6.483934143,,5.3125,3.125,,7.737659962,0.294272799,,1.167179825,5.143136404
9.926211142,8.846835799,,2.134108882,0.450756794,,5.3125,3.4375,,5.679913151,8.274031395,,7.054235493,2.194625186
4.499420364,2.542144393,,1.072753447,2.684869114,,5.3125,3.75,,6.907299184,8.515404323,,4.073274555,9.900649128
9.001478433,2.316161435,,1.710054699,6.803243537,,5.3125,4.0625,,5.771053661,8.443884807,,8.132766779,9.111027816
1.039551228,8.663535076,,6.373216902,9.902421797,,5.3125,4.375,,7.777920212,8.051963607,,0.376387316,3.218591302
9.990634133,3.699198789,,7.940471686,8.640073028,,5.3125,4.6875,,5.833297084,8.918177397,,6.659948617,0.118936892
3.471140529,3.854333316,,4.886761833,5.358742981,,5.3125,5,,5.635647503,9.236884609,,6.846952784,0.185041482
8.80073781,9.6915915,,6.881706767,5.620126847,,5.3125,5.3125,,5.592914838,9.603018734,,6.755352428,5.970265624
0.262736496,7.22995207,,4.93547414,4.569090228,,5.3125,5.625,,7.478225704,9.482546472,,3.248087595,6.712940438
7.839959979,6.445898298,,1.88400747,8.800605369,,5.3125,5.9375,,5.926086105,9.307197001,,8.151272264,9.964510253
0.11820499,1.748941451,,3.948991126,1.117610519,,5.3125,6.25,,7.221072414,9.640506941,,3.647132276,3.862047106
0.61464558,4.286466807,,5.547709833,9.895781561,,5.3125,6.5625,,7.37457895,9.541944486,,8.781185508,7.092252635
9.609552411,8.026223455,,4.137711909,7.260263114,,5.3125,6.875,,6.073784176,0.120531365,,4.626456658,0.031627597
7.042423465,9.107274345,,5.280716692,4.215816602,,5.3125,7.1875,,7.494046694,8.167421144,,7.126221379,6.772280109
6.291585111,9.203868328,,0.234651451,4.031517381,,5.3125,7.5,,7.824537864,9.365585395,,4.292056232,2.026266332
6.662562832,3.368840577,,9.77211939,3.20684265,,5.3125,7.8125,,8.866141067,8.78197098,,5.00126294,0.976578064
2.485891047,9.301501573,,3.748158648,1.771702518,,5.3125,8.125,,5.813628551,8.81139313,,1.321143614,1.609913381
3.316972355,8.215096677,,2.85225969,7.403364637,,5.3125,8.4375,,6.76978889,9.628253236,,4.610171907,1.339597082
0.47189652,1.19028463,,7.993251579,2.076175808,,5.3125,8.75,,6.296910899,6.573984091,,2.468384509,4.935736843
9.486134839,4.144468695,,9.563968662,0.068210373,,5.3125,9.0625,,7.079526754,9.532252464,,1.499972596,3.423259373
3.480693663,0.906204656,,8.220753694,4.918914184,,5.3125,9.375,,7.348725241,7.885978098,,5.909636429,0.837572654
8.841967956,5.73532513,,2.326838296,4.982002728,,5.3125,9.6875,,8.532003404,0.644727006,,4.930142402,6.846619131
9.853502318,8.203484986,,0.84328894,4.006279705,,5.3125,10,,6.406912939,6.762712743,,0.648426666,9.39994144
5.962414518,4.670679665,,3.752684504,6.402732348,,5.625,0.3125,,7.342387876,9.667827298,,2.718016883,7.772742581
7.283277123,2.875429816,,2.633643584,3.555448561,,5.625,0.625,,7.107084144,8.421131675,,9.174421831,0.883853497
9.768889668,0.593164899,,0.86149938,5.922026168,,5.625,0.9375,,5.502207061,0.120949592,,5.622189042,1.104588906
8.454100262,8.267168482,,6.338317652,9.837683904,,5.625,1.25,,5.387253525,9.586398302,,4.045425378,2.774333765
9.811041706,2.684998507,,8.133905179,7.260820759,,5.625,1.5625,,6.64743194,8.429623417,,9.13234828,3.138854059
8.131598098,1.06043336,,9.103514986,8.322881205,,5.625,1.875,,7.67579098,8.757938509,,0.411360654,4.459145703
4.751520322,5.404678683,,4.409763488,5.702177422,,5.625,2.1875,,7.03317146,8.903745656,,1.781849422,6.63983632
6.823822672,3.423892851,,5.535571422,8.27632032,,5.625,2.5,,7.12552101,8.238649345,,0.151660335,6.887735496
4.403135858,7.692731262,,1.287141863,7.983249328,,5.625,2.8125,,7.413292246,8.003268881,,2.140329958,2.378959351
1.561785667,4.479969175,,7.2456453,3.802031047,,5.625,3.125,,7.506506983,9.114805522,,9.312624434,4.814595883
8.125317601,6.597771376,,3.767361404,1.857545531,,5.625,3.4375,,5.537144032,9.514716968,,7.130042246,0.745364883
4.04437091,2.619318414,,3.13203787,0.873035779,,5.625,3.75,,7.840354926,9.616332873,,2.311422812,5.536397906
9.957488937,1.68377955,,7.752332638,9.900178527,,5.625,4.0625,,8.925805322,0.600402958,,3.325343966,7.970425031
3.195007754,5.477127567,,1.959416823,6.00114382,,5.625,4.375,,7.421268852,9.628662084,,0.194386727,1.085642212
9.352632393,3.425207971,,3.433744297,8.110866043,,5.625,4.6875,,8.102883556,8.156412618,,0.512632712,6.76666833
9.857784897,4.859256267,,6.127900902,6.060144611,,5.625,5,,5.762123305,9.940332172,,1.364841753,7.258414505
2.308544977,7.261049631,,4.937694766,9.648893907,,5.625,5.3125,,6.810553684,8.545186641,,9.780381192,4.138133434
4.66812899,8.128019379,,1.950036652,4.706485628,,5.625,5.625,,5.193100326,1.282097096,,7.162839805,5.07116544
8.495161114,6.213817919,,8.954576784,3.56657394,,5.625,5.9375,,4.996574931,8.240170293,,3.221627058,4.217555314
7.846671739,0.929285763,,9.650744828,7.21031757,,5.625,6.25,,7.71220704,8.908351867,,2.38739932,7.398978217
7.601404355,7.639717357,,1.484955783,6.089069665,,5.625,6.5625,,4.97168849,9.139545318,,8.426891539,9.91795121
4.579581431,7.428251925,,4.766561745,8.168904285,,5.625,6.875,,5.856989212,8.829661436,,1.048526367,5.750913474
1.285661616,2.66689472,,0.619060296,0.466144944,,5.625,7.1875,,7.943369289,0.615506997,,5.294473317,7.72164527
2.403557846,1.116733448,,9.396691722,1.737981482,,5.625,7.5,,7.990688573,8.561758608,,6.931905839,9.246545095
5.314286928,0.256305509,,7.844038395,7.274101207,,5.625,7.8125,,5.761164974,9.901456545,,7.852904591,8.211711519
7.25214272,7.144289055,,7.763177308,8.560128737,,5.625,8.125,,6.4296533,9.563293302,,0.656001699,3.599633599
0.169609823,6.382938578,,9.25695879,9.188149906,,5.625,8.4375,,6.466367902,8.573035847,,8.44972179,7.738654588
4.121598373,6.072458469,,7.036395393,7.946014639,,5.625,8.75,,7.832007025,8.055169913,,7.621532738,9.218546834
1.421251591,5.383657818,,8.823889925,9.216624119,,5.625,9.0625,,6.688604737,8.275951507,,1.734944005,4.788415077
4.839429562,5.479232264,,7.89028281,7.953248742,,5.625,9.375,,6.244171438,9.385274035,,0.094669683,0.937604494
9.354927797,2.774206409,,3.580977112,3.880944472,,5.625,9.6875,,7.348179061,9.43427306,,8.061192432,4.676821992
5.923120601,8.343558886,,2.280025587,5.957203776,,5.625,10,,7.374839001,8.542568785,,9.430054871,9.615945595
3.317218651,4.682536511,,7.624608172,7.484770934,,5.9375,0.3125,,6.034931701,9.004837559,,9.303577806,3.896342063
3.156486988,5.65769626,,1.773244588,3.616066125,,5.9375,0.625,,6.256417088,8.901980905,,3.02827981,2.908394837
0.542399918,6.184327427,,5.039946995,2.72899763,,5.9375,0.9375,,6.261836347,1.07120583,,1.836969088,5.870194594
5.022934661,6.864215188,,7.952951458,0.419133888,,5.9375,1.25,,6.872690221,8.502090012,,4.733181447,9.843747556
7.352474637,6.845627114,,1.974216609,6.018921661,,5.9375,1.5625,,5.037501947,8.158177382,,6.03678203,5.130302421
1.682833447,9.168133193,,5.74662261,9.011861738,,5.9375,1.875,,8.200192635,7.62573663,,3.853634239,5.687687892
7.748118909,6.581644683,,4.212250997,0.765276621,,5.9375,2.1875,,5.651229308,8.796815529,,3.254673904,8.293864014
3.997661567,6.821345308,,8.383381965,1.990107571,,5.9375,2.5,,5.857141086,8.114547387,,1.676452906,7.061151615
1.094987406,0.591942827,,0.712657017,1.010910068,,5.9375,2.8125,,6.295491723,9.654748581,,1.154815926,5.836793893
3.488935423,2.461553491,,3.341316793,5.933706027,,5.9375,3.125,,7.178492282,9.388407729,,6.556016833,5.656894817
1.432085499,8.729858741,,2.593938639,1.408303054,,5.9375,3.4375,,7.695029941,0.518772484,,3.607066519,6.928259648
5.621677715,1.407178164,,9.383700492,0.82843514,,5.9375,3.75,,8.324447769,9.078320596,,5.642793839,1.57550351
1.69675264,8.726036819,,4.83123067,0.740820829,,5.9375,4.0625,,7.289661447,8.062533951,,0.312672873,9.4624169
6.119158181,4.694257154,,2.164684654,1.837223154,,5.9375,4.375,,6.484748783,8.0304733,,5.616124877,8.784007081
7.527324906,0.29733973,,1.638286649,1.636316901,,5.9375,4.6875,,7.759553442,9.82540975,,3.378885274,1.064048408
3.490244863,9.540375237,,1.463342376,6.166530872,,5.9375,5,,7.091435693,8.620281207,,1.064821704,2.042139254
6.759863357,4.899794644,,0.263103247,5.549708365,,5.9375,5.3125,,8.202684588,0.283180942,,1.11669788,6.006874149
1.512404815,0.196890457,,6.236518422,6.629875143,,5.9375,5.625,,7.791482138,9.510213281,,2.788028603,9.923015681
8.902971645,7.453844293,,4.948421423,8.13477598,,5.9375,5.9375,,5.642119036,1.096789874,,7.564484694,9.50331372
3.860413319,9.814969366,,9.510825495,3.882128775,,5.9375,6.25,,7.66048404,7.56144235,,2.554240337,8.820069361
2.415631041,7.530608806,,5.415816181,1.341024022,,5.9375,6.5625,,6.105850946,9.701955323,,8.496389518,6.581262468
9.07051071,9.512973164,,1.695276227,2.189207467,,5.9375,6.875,,5.578833889,9.396543151,,3.676121857,8.37061096
4.112033411,4.110220165,,1.769260684,1.398366973,,5.9375,7.1875,,6.463578587,6.69743617,,9.205700872,9.984684132
3.905446299,5.258529992,,3.481685293,7.667020547,,5.9375,7.5,,6.506685019,9.772599289,,7.659865867,6.693346367
0.300880969,2.489776906,,4.255533031,9.613281372,,5.9375,7.8125,,6.95075775,9.771346259,,6.280098882,4.802925185
1.963257833,8.553900081,,1.264346486,7.471720694,,5.9375,8.125,,6.905377866,8.594305094,,0.613030033,2.817040776
0.987696925,6.374440618,,3.195257438,8.670485137,,5.9375,8.4375,,7.246781184,8.11589507,,1.652220196,9.245145271
8.182731499,1.435907575,,8.322163708,0.325193372,,5.9375,8.75,,6.750025546,8.503255674,,7.714200403,2.693571286
4.70735972,5.063066601,,4.187167019,7.742272406,,5.9375,9.0625,,7.451134097,0.501780182,,7.56491123,8.374737743
6.070129555,0.487563303,,3.04463807,4.359615292,,5.9375,9.375,,8.173825377,0.056527359,,4.005245062,0.542939323
7.434879706,4.573839417,,9.395970288,3.441608555,,5.9375,9.6875,,6.467863169,1.273695704,,7.657203913,0.031511583
5.205436901,6.148073181,,3.777928237,3.441342901,,5.9375,10,,6.836406932,9.934774879,,4.99486799,1.876230364
9.041708785,3.700652317,,3.796469894,3.149990511,,6.25,0.3125,,6.513000973,8.499157027,,1.279161007,3.651024402
7.392906715,1.169068156,,7.670315902,4.914129777,,6.25,0.625,,7.552654113,9.644553928,,2.309604293,7.705737938
5.541607372,7.409765463,,0.125440585,8.373649013,,6.25,0.9375,,6.732398813,9.346818171,,8.099888212,4.435609565
3.061123432,4.467824877,,1.064464477,6.086139982,,6.25,1.25,,7.319704475,9.89095699,,3.146003294,9.546958854
8.200992026,3.805601887,,5.784878449,1.590022957,,6.25,1.5625,,8.205841271,7.524711981,,6.634869354,8.637383334
9.866776232,7.674564605,,3.085426154,6.895031483,,6.25,1.875,,8.047268161,9.233625948,,4.137290206,6.676279561
3.54786615,4.151006609,,6.206664086,8.055598594,,6.25,2.1875,,7.31104393,9.764641773,,5.708125905,1.145821512
6.446954859,4.160925897,,1.586851486,1.815955357,,6.25,2.5,,9.048381856,8.636386181,,4.762176176,3.735092284
1.042807824,4.753739868,,8.529839059,3.556893345,,6.25,2.8125,,6.973921601,8.206962633,,8.455988996,9.03146524
6.215153966,2.507387802,,3.07991912,2.751398648,,6.25,3.125,,8.186202872,0.012667614,,1.20308799,3.903587764
0.687267958,3.194932468,,8.215190078,2.56886627,,6.25,3.4375,,7.184049653,8.68418788,,4.412986606,1.733230595
6.47578265,1.879199656,,2.734030699,8.489189526,,6.25,3.75,,8.727216165,0.08908019,,7.539553702,5.729212957
0.459168096,0.257708357,,1.034326941,6.839546816,,6.25,4.0625,,5.709090591,9.707239203,,2.642828476,9.960214033
1.157929488,7.089726101,,2.213852485,1.012640747,,6.25,4.375,,7.817092817,7.681585803,,8.098071003,4.77218858
4.341428009,9.673219355,,5.435965854,8.288242479,,6.25,4.6875,,6.499415761,0.536503764,,1.109909442,5.980867258
2.129720771,9.623436676,,4.797785705,8.965585044,,6.25,5,,6.163912018,9.73009587,,5.377950233,9.863347946
2.9640908,4.233114094,,1.807520864,7.982611549,,6.25,5.3125,,6.5473776,7.704885135,,4.304156416,3.013886678
9.897148319,0.692512097,,1.226053361,0.844202648,,6.25,5.625,,5.653423367,0.065217381,,3.975181989,4.608732543
4.018458386,1.087343344,,5.418900837,0.02493705,,6.25,5.9375,,7.07545036,8.797292351,,0.963877483,8.278411593
8.257541018,9.312300843,,2.786767054,6.924801259,,6.25,6.25,,7.566493187,0.507514936,,0.511103047,1.613586804
2.391765232,1.151201407,,5.387346369,9.147891349,,6.25,6.5625,,6.861907744,0.378808563,,7.187984372,7.580715625
9.053496521,3.603233185,,2.306762926,1.371649682,,6.25,6.875,,7.125879365,8.781697702,,0.262569202,7.599051484
5.444420194,7.356549318,,4.859854583,3.54583765,,6.25,7.1875,,7.966384921,8.371305161,,3.121297386,9.902258445
8.797424936,4.963659203,,3.913219921,3.112633603,,6.25,7.5,,6.490345381,8.331838344,,8.185810148,6.240140231
4.633943706,6.46837561,,8.653887415,1.863152353,,6.25,7.8125,,6.90327638,0.008390887,,7.144944844,5.720786591
1.384352831,7.039525418,,6.684202513,2.436530851,,6.25,8.125,,5.953692132,7.328113678,,0.806985765,5.112926485
2.484465761,3.37463884,,2.068904537,2.345671519,,6.25,8.4375,,7.35402611,8.574245758,,5.482321935,1.594652974
0.481181265,1.265427487,,9.540562783,8.974332065,,6.25,8.75,,5.760710646,9.054748778,,0.014731534,4.20189661
8.017709553,1.805708834,,1.611031492,5.911519756,,6.25,9.0625,,7.928245495,7.815795479,,2.162843295,1.494427479
0.114478979,0.46811406,,5.682844521,2.839466402,,6.25,9.375,,7.561211193,8.390666606,,5.421042357,2.421303817
6.244265915,4.233940997,,7.588730499,9.814127593,,6.25,9.6875,,5.76600584,8.426617816,,7.295293816,0.178462074
7.50498935,5.283053765,,3.74726656,6.301453188,,6.25,10,,7.846003077,9.543473083,,8.525250035,5.226922176
0.792549032,9.53752991,,5.945940858,0.235517461,,6.5625,0.3125,,7.282164289,9.123061516,,2.638946858,2.444183806
7.046389621,9.8363474,,7.389222651,4.937410436,,6.5625,0.625,,7.673262545,8.70550294,,5.489915665,9.71101236
0.875788928,5.846168886,,4.102310517,0.915317038,,6.5625,0.9375,,6.538763038,8.711112408,,0.13183074,9.53748067
5.445819923,0.421259363,,6.44821207,8.857773868,,6.5625,1.25,,6.591815847,9.333146243,,8.360379018,6.208150456
1.385110538,2.960132486,,9.1599642,5.019535412,,6.5625,1.5625,,8.128663729,8.600597461,,3.381993824,3.482977932
4.287204303,3.879654168,,2.043918725,2.790132154,,6.5625,1.875,,5.70021628,0.797405317,,6.710949999,7.972054534
6.774715167,9.793734845,,5.00033838,0.672300224,,6.5625,2.1875,,8.221935352,6.429476508,,1.724926909,8.489780625
2.136829093,2.801233443,,4.787404113,7.568653287,,6.5625,2.5,,6.759618523,9.666928252,,2.345174595,3.370035368
6.451110384,9.457867402,,3.930602057,0.3559703,,6.5625,2.8125,,7.049832366,8.029880011,,5.572601358,5.624112964
5.432808903,9.027884104,,5.912396443,3.733668089,,6.5625,3.125,,6.535822306,9.515083307,,0.826271745,1.18387214
0.246795644,2.907113032,,3.917394258,5.978548525,,6.5625,3.4375,,6.327239152,9.713018526,,9.756212829,3.618101356
5.610164156,7.292068443,,5.949873232,1.716532356,,6.5625,3.75,,6.78143314,9.064613301,,9.705365673,0.431011583
6.703033689,7.615709378,,7.778438846,8.088367054,,6.5625,4.0625,,7.260214951,9.364952974,,4.321905125,9.855129273
5.525165491,5.970734876,,5.019649705,9.745974855,,6.5625,4.375,,6.591872493,7.782500349,,5.525047029,1.431964894
3.000100668,2.650622034,,4.301342643,9.674675267,,6.5625,4.6875,,6.834439694,9.145267635,,9.876249901,8.121313608
1.619498865,6.229766422,,7.463165249,0.752549921,,6.5625,5,,6.878068513,9.191427619,,9.027861605,7.156294856
1.922418597,5.44885818,,9.608234826,1.367842907,,6.5625,5.3125,,5.178414824,8.671311463,,8.267081685,0.946084789
9.262116888,6.051320906,,6.254915411,3.487041879,,6.5625,5.625,,6.158522876,9.159337395,,9.302333535,4.235616917
6.813287034,6.174055733,,5.244185596,0.569387769,,6.5625,5.9375,,6.489182794,9.056603716,,0.578496962,2.462179537
3.990687003,5.896025409,,4.797106132,9.575689361,,6.5625,6.25,,4.315344663,9.028067197,,7.816088954,1.098421908
9.46989904,8.042439692,,4.097583067,5.494965778,,6.5625,6.5625,,6.113106677,8.587763423,,2.70115176,4.823959111
1.979635391,7.385200048,,2.180519321,6.539436594,,6.5625,6.875,,6.666087387,1.16178961,,9.777557185,8.547172339
7.754552384,2.073627122,,9.885276258,6.904222224,,6.5625,7.1875,,4.852311179,8.686259517,,7.755411939,2.909046969
9.345666333,1.096127505,,0.110681045,2.111705292,,6.5625,7.5,,7.170425618,7.933226376,,5.584261846,7.765773838
6.566821995,5.004258666,,4.268653145,1.354219385,,6.5625,7.8125,,6.060176786,0.86851619,,4.543136456,6.253901583
7.848099601,1.182005928,,4.871344234,3.665481867,,6.5625,8.125,,6.886327136,0.026317167,,9.151512198,2.717730874
8.581091228,0.897316348,,8.062064677,3.167140747,,6.5625,8.4375,,8.210206164,0.203296867,,3.994614971,4.31979431
4.543424381,8.223480336,,9.993343459,6.622177657,,6.5625,8.75,,6.901389428,8.887822623,,4.184879036,3.060018285
7.050354906,6.800298689,,6.360646614,1.5316095,,6.5625,9.0625,,7.041094264,9.832840221,,8.207965042,9.384392384
5.659487249,6.458978468,,8.452440077,9.594927164,,6.5625,9.375,,6.347953764,9.727020773,,0.169459104,7.737021999
3.436428389,1.240365603,,1.577919581,4.94402903,,6.5625,9.6875,,5.533370492,9.793629836,,4.680260453,6.406244563
0.448141228,8.211866249,,4.152612422,1.602242071,,6.5625,10,,7.365272545,9.723302194,,2.242948301,0.415756146
4.333892565,9.201518772,,3.522052053,1.969360159,,6.875,0.3125,,4.990217967,9.193511755,,6.197846153,8.7530544
9.924311122,3.599493421,,6.771288508,7.516207872,,6.875,0.625,,7.270339131,7.797613323,,1.581258356,9.496437916
8.745474772,3.631399077,,9.976819507,1.279689547,,6.875,0.9375,,6.121091243,8.949242054,,2.720888803,0.729166466
1.24827027,0.812096539,,9.975721872,6.41235493,,6.875,1.25,,6.216050982,9.259194799,,9.365243642,8.031846056
6.284816948,0.944114191,,5.066850604,6.902074037,,6.875,1.5625,,7.231456069,8.779392177,,7.298531408,2.554975979
8.643938752,1.660664857,,6.200227532,4.651915877,,6.875,1.875,,5.966433346,8.295638806,,9.64727258,8.468703355
7.305981459,8.636075277,,2.67804408,5.467315457,,6.875,2.1875,,6.071583698,8.217353701,,6.704655966,6.844406451
2.177655565,9.024467073,,1.393113991,7.215126802,,6.875,2.5,,7.108974228,1.858123392,,9.629320042,7.993990688
7.046590622,3.013938352,,9.300011737,2.523907803,,6.875,2.8125,,6.736603418,8.572137304,,6.604510487,8.401906307
3.077334231,4.463726117,,5.052216689,1.172860818,,6.875,3.125,,7.745528872,9.389039898,,2.331884666,4.000135606
0.410049187,8.786766143,,2.559721358,9.625068663,,6.875,3.4375,,7.586804751,9.579953588,,1.81278464,7.280720151
8.671203059,8.049938974,,0.141283337,4.981698726,,6.875,3.75,,6.898817447,8.348677893,,6.831009463,3.255963592
7.877145132,4.808883744,,9.752359451,7.546443407,,6.875,4.0625,,5.598119398,0.080574852,,1.00108564,8.25039485
2.67180133,4.457996325,,3.809303499,2.769048654,,6.875,4.375,,6.62964214,9.321315898,,6.419162682,3.532199925
1.057899139,7.583914455,,3.697809337,1.552497795,,6.875,4.6875,,6.523850451,8.721921447,,7.104882884,4.176283914
